frame_no,ip,domain
17,142.250.189.170,scone-pa.googleapis.com
17,142.250.191.42,scone-pa.googleapis.com
17,142.251.46.234,scone-pa.googleapis.com
17,142.251.32.42,scone-pa.googleapis.com
17,142.250.189.234,scone-pa.googleapis.com
17,142.250.189.202,scone-pa.googleapis.com
17,142.251.46.202,scone-pa.googleapis.com
17,142.250.191.74,scone-pa.googleapis.com
25,142.250.189.170,scone-pa.googleapis.com
25,142.250.191.42,scone-pa.googleapis.com
25,142.251.46.234,scone-pa.googleapis.com
25,142.251.32.42,scone-pa.googleapis.com
25,142.250.189.234,scone-pa.googleapis.com
25,142.250.189.202,scone-pa.googleapis.com
25,142.251.46.202,scone-pa.googleapis.com
25,142.250.191.74,scone-pa.googleapis.com
149,34.102.155.183,fsc.fitbit.com
150,34.102.155.183,fsc.fitbit.com
