frame_no,ip,domain
1,20.109.35.196,mymedicalguardian.com
2,20.109.35.196,mymedicalguardian.com
27,3.136.24.113,ws-us2.pusher.com
27,3.140.39.80,ws-us2.pusher.com
27,18.216.126.12,ws-us2.pusher.com
27,3.21.144.98,ws-us2.pusher.com
27,3.16.93.113,ws-us2.pusher.com
27,3.16.62.71,ws-us2.pusher.com
27,3.20.21.231,ws-us2.pusher.com
27,13.59.212.206,ws-us2.pusher.com
28,3.136.24.113,ws-us2.pusher.com
28,3.140.39.80,ws-us2.pusher.com
28,18.216.126.12,ws-us2.pusher.com
28,3.21.144.98,ws-us2.pusher.com
28,3.16.93.113,ws-us2.pusher.com
28,3.16.62.71,ws-us2.pusher.com
28,3.20.21.231,ws-us2.pusher.com
28,13.59.212.206,ws-us2.pusher.com
