frame_no,ip_proto,dstport,encrypted
1,17,,Unknown
2,17,,Unknown
3,6,443,Encrypted
4,6,53434,Unknown
5,6,443,Encrypted
6,6,443,Encrypted
7,6,443,Encrypted
8,6,53434,Unknown
9,6,53434,Unknown
10,6,443,Encrypted
11,6,53434,Unknown
12,6,443,Encrypted
13,6,53434,Unknown
14,6,443,Encrypted
15,6,443,Encrypted
16,6,53434,Unknown
17,6,53434,Unknown
18,6,443,Encrypted
19,6,53434,Unknown
20,6,53434,Unknown
21,6,443,Encrypted
22,6,53434,Unknown
23,6,53434,Unknown
24,6,443,Encrypted
25,6,53434,Unknown
26,6,53434,Unknown
27,6,443,Encrypted
28,6,53434,Unknown
29,6,443,Encrypted
30,6,48076,Unknown
31,6,443,Encrypted
32,6,443,Encrypted
33,6,443,Encrypted
34,6,48076,Unknown
35,6,48076,Unknown
36,6,443,Encrypted
37,6,443,Encrypted
38,6,48076,Unknown
39,6,443,Encrypted
40,6,48076,Unknown
41,6,53434,Unknown
42,6,443,Encrypted
43,6,48076,Unknown
44,6,443,Encrypted
45,6,48076,Unknown
46,6,48076,Unknown
47,6,443,Encrypted
48,6,443,Encrypted
